modelo	auc_mean	auc_std	f1_mean	f1_std	params
XGBoost	0.8448908327177825	0.008690304244204642	0.7195562385883385	0.017710737426093255	{'subsample': 0.8, 'reg_lambda': 1.5, 'reg_alpha': 0.01, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.8}
LightGBM	0.8436699078106156	0.011711318557889818	0.7103147021289858	0.02751913268196982	{'subsample': 1.0, 'reg_lambda': 0.1, 'reg_alpha': 0, 'num_leaves': 31, 'n_estimators': 200, 'min_child_samples': 10, 'max_depth': -1, 'learning_rate': 0.05, 'colsample_bytree': 1.0, 'class_weight': None}
